"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 02 10:09:50 GMT 2024","Tue Jul 02 10:09:59 GMT 2024","8397","","com.practicesoftwaretesting.UserTest","","com.practicesoftwaretesting.UserTest","testUser","Register and login user",""
